gene,mean_group1,mean_group2,delta_mean,effect_size,pct_group1,pct_group2
RPSA2,0.7069369420818714,0.4629805519932936,0.24395639008857783,0.573484234419446,0.8794063079777235,0.786715417428414
RPS27A,2.78567133944084,2.5555503196073337,0.2301210198335064,0.5693194229871684,0.9981447124304086,0.9920780012187929
MGST3,0.3718481175353821,0.17998686434199632,0.1918612531933858,0.5689634965681414,0.5751391465677178,0.46252285191956666
RPL37,2.787360414057856,2.5596162790056547,0.22774413505220137,0.5669625319697623,0.9981447124304086,0.992687385740426
PDE4B,0.17543300452149918,0.037734946292587716,0.13769805822891146,0.5644978533639202,0.32374768089053796,0.10359536867763518
RPL37A,2.328484604485553,2.1181618247835967,0.21032277970195645,0.5567454313321076,0.992578849721689,0.9939061547836924
RBPJ,0.28883430470690646,0.12713038586966013,0.16170391883724633,0.5564487768834057,0.563079777365492,0.34673979280926404
TNFAIP3,0.6785152517510303,0.40757496588225783,0.2709402858687725,0.5445240189278358,0.7764378478664106,0.7367458866544939
DUSP4,0.293766586920302,0.1186718534570343,0.1750947334632677,0.5411038422325095,0.4684601113172566,0.3363802559415001
RPL6,2.4734506164781207,2.263623773327562,0.20982684315055877,0.5399739989569242,0.9990723562151952,0.9951249238269587
RPL29,2.3598452070007774,2.1378957915722423,0.22194941542853508,0.5393152685822007,0.9944341372912622,0.9884216940889938
RPL31,2.278409119128591,2.056461482141531,0.2219476369870601,0.5388603701358378,0.992578849721689,0.9872029250457275
RPS13,2.3601712739758947,2.0964302021688543,0.2637410718070403,0.5384272532484369,0.9897959183673292,0.9835466179159285
CYTIP,0.6178913277601885,0.429134399417193,0.1887569283429955,0.5369737288612784,0.8738404452690038,0.8214503351615048
KLF2,0.8699550607549474,0.6208782188232858,0.24907684193166169,0.5369152571542724,0.8923933209647359,0.8592321755027614
SYTL3,0.26174585798987804,0.11647518111223479,0.14527067687764325,0.5333059471746929,0.5510204081632661,0.30591102985984153
RPL26,2.439833688929063,2.223195937011646,0.21663775191741674,0.528230430243494,0.9962894248608354,0.992687385740426
EEF1A1,3.6880805645524743,3.4744514814236984,0.21362908312877593,0.5250614345274255,0.9999999999999818,0.9987812309567577
KANSL1-AS1,0.12188735268034616,0.036995122883186064,0.0848922297971601,0.522280093875707,0.33951762523191115,0.12370505789152893
RPL19,2.6976955666137314,2.5041106648601277,0.19358490175360377,0.5186059360465521,0.9999999999999818,0.9939061547836924
RPL36A,1.897559040329608,1.6822576522208197,0.2153013881087884,0.5151459164461828,0.9870129870129694,0.9835466179159285
RPL36,2.054144257689617,1.861093071253937,0.1930511864356801,0.513699851496927,0.9953617810760488,0.9878123095673607
RPS10,2.4304995365811095,2.2041324002117313,0.22636713636937822,0.5136875177849672,0.992578849721689,0.9859841560024611
PDCD4,0.4079149596574894,0.24341601385322545,0.16449894580426397,0.5132250819655783,0.7300556586270804,0.5697745277270049
CCDC6,0.37576983267804404,0.2127502279346506,0.16301960474339344,0.5078021899294524,0.6771799628942441,0.53808653260208
RPL17,2.3681918842854035,2.160466983489893,0.20772490079551043,0.5057071766163623,0.9953617810760488,0.9896404631322602
RPL30,2.5522568084838504,2.3408950529731456,0.2113617555107048,0.5047225965302343,0.9962894248608354,0.9908592321755265
IFI44,0.09505279767143279,0.020228893362888477,0.07482390430854431,0.5042185414717686,0.2513914656771786,0.07373552711761112
DYNLT1,0.330523534097135,0.18468090766111683,0.14584262643601814,0.5033718746720748,0.626159554730981,0.5082266910420545
HERPUD1,0.41896980445915505,0.2578075488670702,0.16116225559208486,0.4961154190702413,0.7282003710575072,0.6264472882388898
PIK3R1,0.6460517146235347,0.4396458310765423,0.2064058835469924,0.494525370337035,0.8404452690166861,0.7940280316880121
MX1,0.27095898819719183,0.13174008804464965,0.13921890015254218,0.49179882158656707,0.5510204081632661,0.3564899451553948
RPL23,1.8372909025857778,1.644844156752879,0.19244674583289867,0.4907469908720821,0.987940630797756,0.9847653869591948
RPL7,2.094928445020038,1.880390211036301,0.21453823398373695,0.4899964166112435,0.9897959183673292,0.985374771480828
AOAH,0.27257652073459704,0.12099016153955722,0.15158635919503982,0.4823010930918602,0.497217068645643,0.2784887263863488
PNRC1,0.8307552077315767,0.61302376869327,0.21773143903830672,0.48013404155849354,0.9109461966604679,0.8555758683729624
RPL35,2.2207115554537444,2.046161084601118,0.17455047085262665,0.4757926459837587,0.9962894248608354,0.9920780012187929
RPL13A,3.123445868006692,2.945293849331129,0.17815201867556318,0.47568159632559404,0.9990723562151952,0.9981718464351246
RPS7,2.4717927505495108,2.2691453949423517,0.20264735560715907,0.47059914340950376,0.9953617810760488,0.9884216940889938
EMB,0.9021705493019039,0.720074122502161,0.18209642679974292,0.4696642306638412,0.943413729127999,0.9244363193175108
IFITM2,0.8915273026393158,0.6262831647472601,0.2652441378920557,0.4693756407139268,0.8339517625231799,0.7635588056063535
RPS14,2.549670570136041,2.343527714988034,0.2061428551480069,0.4686414129655651,0.992578849721689,0.9902498476538933
SMAD3,0.2524405143245778,0.12688938951831305,0.12555112480626476,0.46811536966291195,0.5352504638218939,0.3327239488117011
RPL22,1.8596667561522144,1.6748795122542017,0.1847872438980127,0.4666586935235767,0.9897959183673292,0.9841560024375616
RPS27,2.6749510110370136,2.4974729110246936,0.17747810001232,0.4665746181455889,0.9990723562151952,0.9957343083485919
RPL21,2.3160022803156513,2.138601605132561,0.17740067518309033,0.4661046340370119,0.9953617810760488,0.9914686166971597
RPL14,2.427531271680882,2.2561676948646174,0.17136357681626446,0.46440669712701416,0.9981447124304086,0.9951249238269587
ARL6IP4,0.7185166370027499,0.555550270695159,0.16296636630759087,0.4627148226620386,0.8998144712430287,0.8829981718464551
RPL11,2.6888457786811966,2.5175523167772886,0.17129346190390793,0.4605052023554364,0.9981447124304086,0.9975624619134914
RPS17,1.9472967976539275,1.756160567788214,0.19113622986571355,0.4551742676960944,0.9897959183673292,0.9835466179159285
LEPROTL1,0.5267369337613295,0.36506647829326916,0.1616704554680603,0.45402168359568773,0.7977736549165024,0.7538086532602227
MYC,0.13586396845519552,0.04880817514369893,0.0870557933114966,0.4510042289720637,0.32374768089053796,0.157830591102985
RPS15,2.6215488821687267,2.464409410256878,0.15713947191184863,0.44938711496866446,0.9981447124304086,0.9939061547836924
RPS29,2.172200487757893,1.9830643485945936,0.1891361391632993,0.44777944476524406,0.9907235621521158,0.9829372333942953
NACA,1.990407390099856,1.8088303563373485,0.18157703376250756,0.4468967984940967,0.9935064935064756,0.9835466179159285
BCL3,0.17143556376399743,0.07341171076121468,0.09802385300278275,0.4466876511698006,0.3784786641929508,0.23887873248019315
UTS2,0.054677497088935365,0.008236816973821849,0.046440680115113514,0.4460696521929163,0.16697588126159524,0.026812918951858635
TOB1,0.18582741367717537,0.09069933479976619,0.09512807887740918,0.4456091246370276,0.45640074211503007,0.29494210847044444
TMEM123,0.4911596988336953,0.3375947077267802,0.15356499110691513,0.44119086678920094,0.7671614100185445,0.6867763558805738
