TF,AHR,ASXL1,BACH2,BATF,BCL2,BHLHE40,BRD4,BRD7,CBLB,CREM,DNMT3A,EOMES,ETS1,EZH2,FOS,FOXO1,FOXO3,FOXP1,GATA3,HAVCR2,HDAC1,HDAC2,HDAC3,HDAC4,ID2,IKZF1,IKZF2,IKZF3,IRF9,JUN,JUNB,KLF2,KLF7,KLHL22,LEF1,MAF,MDM2,NFATC1,NFATC2,NFATC3,NR4A2,NR4A3,PIM2,PRDM1,RBPJ,RUNX1,RUNX3,SIRT2,STAT3,STAT5A,STAT5B,TBX21,TCF7,TET2,TOX,ZEB1,ZEB2
DNMT3A,0.3090909090909091,0.41818181818181815,0.12727272727272726,0.6363636363636364,0.6363636363636364,0.030303030303030304,0.5151515151515151,0.12727272727272726,0.09090909090909091,0.05454545454545454,1.0,0.030303030303030304,0.9393939393939394,0.3090909090909091,0.3696969696969697,0.1393939393939394,-0.006060606060606061,0.3333333333333333,0.3333333333333333,0.04242424242424243,0.07878787878787878,0.17575757575757575,0.16363636363636364,0.8181818181818182,-0.3696969696969697,0.3696969696969697,0.696969696969697,0.21212121212121213,0.6606060606060606,0.10303030303030303,0.45454545454545453,0.2,0.296969696969697,0.806060606060606,0.5636363636363636,0.44242424242424244,0.24848484848484848,0.47878787878787876,0.21212121212121213,0.2,0.22424242424242424,0.28484848484848485,0.8303030303030303,0.6242424242424243,0.1393939393939394,0.44242424242424244,-0.45454545454545453,-0.24848484848484848,0.38181818181818183,-0.1393939393939394,0.5636363636363636,-0.2,-0.006060606060606061,0.7090909090909091,0.5878787878787879,0.24848484848484848,-0.40606060606060607
EOMES,-0.45454545454545453,0.09090909090909091,0.05454545454545454,0.3090909090909091,-0.38181818181818183,0.5151515151515151,0.28484848484848485,0.5636363636363636,0.9393939393939394,-0.7575757575757576,0.030303030303030304,1.0,0.2727272727272727,0.296969696969697,-0.4666666666666667,-0.3212121212121212,-0.3090909090909091,-0.6121212121212121,-0.28484848484848485,0.8787878787878788,0.8666666666666667,0.11515151515151516,0.696969696969697,-0.17575757575757575,0.21212121212121213,0.12727272727272726,0.17575757575757575,0.6484848484848484,-0.07878787878787878,-0.3575757575757576,-0.4909090909090909,-0.18787878787878787,-0.34545454545454546,0.006060606060606061,-0.3939393939393939,-0.6848484848484848,-0.34545454545454546,0.4303030303030303,0.503030303030303,0.6606060606060606,-0.5636363636363636,-0.6363636363636364,-0.18787878787878787,0.34545454545454546,-0.2727272727272727,-0.01818181818181818,0.34545454545454546,0.4666666666666667,-0.5515151515151515,0.5757575757575758,-0.16363636363636364,0.296969696969697,0.07878787878787878,0.3333333333333333,0.07878787878787878,-0.05454545454545454,0.5636363636363636
ETS1,0.34545454545454546,0.503030303030303,0.296969696969697,0.6121212121212121,0.5757575757575758,0.2606060606060606,0.5878787878787879,0.17575757575757575,0.3333333333333333,-0.04242424242424243,0.9393939393939394,0.2727272727272727,1.0,0.44242424242424244,0.40606060606060607,0.15151515151515152,-0.006060606060606061,0.2,0.3696969696969697,0.22424242424242424,0.24848484848484848,0.16363636363636364,0.4303030303030303,0.806060606060606,-0.2,0.38181818181818183,0.6484848484848484,0.296969696969697,0.6121212121212121,0.1393939393939394,0.34545454545454546,0.34545454545454546,0.3212121212121212,0.8424242424242424,0.47878787878787876,0.3090909090909091,0.28484848484848485,0.6484848484848484,0.3696969696969697,0.3090909090909091,0.11515151515151516,0.15151515151515152,0.8181818181818182,0.5878787878787879,0.21212121212121213,0.3939393939393939,-0.23636363636363636,-0.07878787878787878,0.34545454545454546,0.1393939393939394,0.6363636363636364,-0.17575757575757575,0.18787878787878787,0.696969696969697,0.47878787878787876,0.3090909090909091,-0.296969696969697
EZH2,0.3575757575757576,0.7212121212121212,0.1393939393939394,0.41818181818181815,0.11515151515151516,0.6606060606060606,0.3212121212121212,0.296969696969697,0.44242424242424244,0.07878787878787878,0.3090909090909091,0.296969696969697,0.44242424242424244,1.0,0.2727272727272727,0.40606060606060607,0.2,-0.21212121212121213,0.2606060606060606,0.41818181818181815,0.41818181818181815,0.3090909090909091,0.696969696969697,0.3575757575757576,0.4303030303030303,-0.07878787878787878,0.3333333333333333,0.16363636363636364,0.16363636363636364,0.17575757575757575,0.2727272727272727,0.47878787878787876,-0.05454545454545454,0.3939393939393939,0.10303030303030303,0.18787878787878787,0.17575757575757575,0.7090909090909091,0.10303030303030303,0.2606060606060606,0.28484848484848485,0.3939393939393939,0.5878787878787879,0.41818181818181815,0.23636363636363636,-0.07878787878787878,0.503030303030303,0.5757575757575758,0.3696969696969697,0.45454545454545453,0.3333333333333333,0.16363636363636364,0.17575757575757575,0.6121212121212121,0.030303030303030304,0.24848484848484848,-0.030303030303030304
FOS,0.9272727272727272,0.5393939393939394,0.696969696969697,-0.2,0.6727272727272727,-0.01818181818181818,0.3090909090909091,-0.6242424242424243,-0.3090909090909091,0.7090909090909091,0.3696969696969697,-0.4666666666666667,0.40606060606060607,0.2727272727272727,1.0,0.6727272727272727,0.4666666666666667,0.6606060606060606,0.7454545454545455,-0.5757575757575758,-0.5636363636363636,-0.21212121212121213,0.16363636363636364,0.7454545454545455,-0.01818181818181818,0.07878787878787878,0.05454545454545454,-0.6,0.3333333333333333,0.806060606060606,0.7212121212121212,0.9030303030303031,0.7575757575757576,0.6121212121212121,0.6848484848484848,0.6484848484848484,0.5515151515151515,0.44242424242424244,-0.05454545454545454,-0.5151515151515151,0.4303030303030303,0.6,0.696969696969697,-0.16363636363636364,0.7333333333333333,-0.05454545454545454,0.030303030303030304,-0.28484848484848485,0.9151515151515152,0.15151515151515152,0.8181818181818182,-0.5272727272727272,0.6,-0.07878787878787878,-0.23636363636363636,0.5878787878787879,-0.7818181818181819
FOXO1,0.7696969696969697,0.8424242424242424,0.45454545454545453,0.006060606060606061,0.296969696969697,-0.07878787878787878,0.5878787878787879,-0.45454545454545453,-0.18787878787878787,0.503030303030303,0.1393939393939394,-0.3212121212121212,0.15151515151515152,0.40606060606060607,0.6727272727272727,1.0,0.7575757575757576,0.503030303030303,0.8303030303030303,-0.38181818181818183,-0.503030303030303,-0.04242424242424243,0.09090909090909091,0.5151515151515151,-0.006060606060606061,-0.3939393939393939,0.06666666666666667,-0.5515151515151515,0.09090909090909091,0.7454545454545455,0.5636363636363636,0.7454545454545455,0.5878787878787879,0.4303030303030303,0.5515151515151515,0.3939393939393939,0.4666666666666667,0.44242424242424244,-0.45454545454545453,-0.6606060606060606,0.3212121212121212,0.4666666666666667,0.5393939393939394,0.06666666666666667,0.8545454545454545,-0.2727272727272727,0.40606060606060607,-0.07878787878787878,0.806060606060606,0.3939393939393939,0.4666666666666667,-0.34545454545454546,0.2727272727272727,0.15151515151515152,-0.16363636363636364,0.793939393939394,-0.6242424242424243
FOXO3,0.4666666666666667,0.6484848484848484,0.16363636363636364,0.07878787878787878,0.3575757575757576,-0.23636363636363636,0.47878787878787876,-0.12727272727272726,-0.38181818181818183,0.15151515151515152,-0.006060606060606061,-0.3090909090909091,-0.006060606060606061,0.2,0.4666666666666667,0.7575757575757576,1.0,0.3939393939393939,0.44242424242424244,-0.28484848484848485,-0.3575757575757576,0.38181818181818183,-0.12727272727272726,0.41818181818181815,0.09090909090909091,-0.12727272727272726,0.2606060606060606,-0.2606060606060606,0.40606060606060607,0.3939393939393939,0.15151515151515152,0.5272727272727272,0.21212121212121213,0.3212121212121212,0.28484848484848485,0.15151515151515152,0.6242424242424243,0.17575757575757575,-0.24848484848484848,-0.3696969696969697,-0.06666666666666667,0.16363636363636364,0.3212121212121212,0.22424242424242424,0.4909090909090909,0.21212121212121213,0.296969696969697,0.06666666666666667,0.6848484848484848,0.04242424242424243,0.3212121212121212,0.11515151515151516,-0.10303030303030303,0.11515151515151516,0.15151515151515152,0.3333333333333333,-0.296969696969697
FOXP1,0.6848484848484848,0.3090909090909091,0.5393939393939394,-0.24848484848484848,0.7818181818181819,-0.6363636363636364,0.44242424242424244,-0.5393939393939394,-0.5757575757575758,0.41818181818181815,0.3333333333333333,-0.6121212121212121,0.2,-0.21212121212121213,0.6606060606060606,0.503030303030303,0.3939393939393939,1.0,0.6,-0.8424242424242424,-0.6848484848484848,-0.44242424242424244,-0.28484848484848485,0.6727272727272727,-0.45454545454545453,0.3333333333333333,-0.01818181818181818,-0.7090909090909091,0.45454545454545453,0.7575757575757576,0.7333333333333333,0.503030303030303,0.7212121212121212,0.5757575757575758,0.8666666666666667,0.3333333333333333,0.21212121212121213,0.18787878787878787,-0.04242424242424243,-0.6484848484848484,0.10303030303030303,0.2606060606060606,0.40606060606060607,-0.04242424242424243,0.5515151515151515,0.01818181818181818,-0.28484848484848485,-0.7575757575757576,0.7090909090909091,-0.18787878787878787,0.696969696969697,-0.5757575757575758,0.3090909090909091,-0.12727272727272726,-0.04242424242424243,0.5878787878787879,-0.8424242424242424
GATA3,0.8545454545454545,0.6727272727272727,0.5878787878787879,0.05454545454545454,0.4303030303030303,0.05454545454545454,0.6,-0.5151515151515151,-0.11515151515151516,0.5636363636363636,0.3333333333333333,-0.28484848484848485,0.3696969696969697,0.2606060606060606,0.7454545454545455,0.8303030303030303,0.44242424242424244,0.6,1.0,-0.41818181818181815,-0.503030303030303,-0.296969696969697,0.12727272727272726,0.6121212121212121,-0.006060606060606061,-0.22424242424242424,-0.12727272727272726,-0.5151515151515151,0.11515151515151516,0.7696969696969697,0.5878787878787879,0.7818181818181819,0.7818181818181819,0.5636363636363636,0.6121212121212121,0.4909090909090909,0.47878787878787876,0.47878787878787876,-0.21212121212121213,-0.5878787878787879,0.45454545454545453,0.40606060606060607,0.6484848484848484,0.01818181818181818,0.9757575757575757,-0.2,0.3090909090909091,-0.21212121212121213,0.7090909090909091,0.4666666666666667,0.6242424242424243,-0.4909090909090909,0.44242424242424244,0.1393939393939394,-0.12727272727272726,0.8666666666666667,-0.6363636363636364
HAVCR2,-0.5757575757575758,0.030303030303030304,-0.34545454545454546,0.5515151515151515,-0.4909090909090909,0.6727272727272727,0.05454545454545454,0.7454545454545455,0.8181818181818182,-0.6727272727272727,0.04242424242424243,0.8787878787878788,0.22424242424242424,0.41818181818181815,-0.5757575757575758,-0.38181818181818183,-0.28484848484848485,-0.8424242424242424,-0.41818181818181815,1.0,0.9151515151515152,0.47878787878787876,0.5515151515151515,-0.28484848484848485,0.38181818181818183,-0.04242424242424243,0.296969696969697,0.8545454545454545,-0.07878787878787878,-0.6484848484848484,-0.6242424242424243,-0.34545454545454546,-0.6242424242424243,-0.1393939393939394,-0.6242424242424243,-0.4666666666666667,-0.18787878787878787,0.23636363636363636,0.34545454545454546,0.8181818181818182,-0.3090909090909091,-0.41818181818181815,-0.11515151515151516,0.4666666666666667,-0.4303030303030303,0.16363636363636364,0.3212121212121212,0.7333333333333333,-0.5878787878787879,0.3575757575757576,-0.38181818181818183,0.5878787878787879,-0.2606060606060606,0.503030303030303,0.296969696969697,-0.34545454545454546,0.7575757575757576
HDAC1,-0.5515151515151515,-0.01818181818181818,-0.24848484848484848,0.4666666666666667,-0.2727272727272727,0.5878787878787879,0.07878787878787878,0.8303030303030303,0.7818181818181819,-0.7696969696969697,0.07878787878787878,0.8666666666666667,0.24848484848484848,0.41818181818181815,-0.5636363636363636,-0.503030303030303,-0.3575757575757576,-0.6848484848484848,-0.503030303030303,0.9151515151515152,1.0,0.34545454545454546,0.6121212121212121,-0.18787878787878787,0.38181818181818183,0.3090909090909091,0.2606060606060606,0.793939393939394,0.11515151515151516,-0.5757575757575758,-0.5151515151515151,-0.3212121212121212,-0.6484848484848484,-0.030303030303030304,-0.503030303030303,-0.5878787878787879,-0.3333333333333333,0.3333333333333333,0.6242424242424243,0.9030303030303031,-0.44242424242424244,-0.4909090909090909,-0.12727272727272726,0.5151515151515151,-0.5272727272727272,0.22424242424242424,0.2606060606060606,0.6363636363636364,-0.5636363636363636,0.2606060606060606,-0.21212121212121213,0.6,-0.18787878787878787,0.47878787878787876,0.28484848484848485,-0.38181818181818183,0.7090909090909091
HDAC2,-0.2727272727272727,0.16363636363636364,-0.6363636363636364,0.6848484848484848,-0.030303030303030304,0.24848484848484848,-0.01818181818181818,0.6363636363636364,-0.04242424242424243,-0.28484848484848485,0.17575757575757575,0.11515151515151516,0.16363636363636364,0.3090909090909091,-0.21212121212121213,-0.04242424242424243,0.38181818181818183,-0.44242424242424244,-0.296969696969697,0.47878787878787876,0.34545454545454546,1.0,-0.11515151515151516,0.030303030303030304,0.22424242424242424,-0.07878787878787878,0.6484848484848484,0.6848484848484848,0.3696969696969697,-0.6,-0.4666666666666667,-0.21212121212121213,-0.5393939393939394,0.04242424242424243,-0.3696969696969697,0.10303030303030303,0.503030303030303,-0.15151515151515152,-0.05454545454545454,0.5272727272727272,-0.01818181818181818,0.01818181818181818,0.21212121212121213,0.5515151515151515,-0.3333333333333333,0.6848484848484848,-0.01818181818181818,0.5636363636363636,-0.01818181818181818,-0.296969696969697,-0.22424242424242424,0.696969696969697,-0.6727272727272727,0.5636363636363636,0.7090909090909091,-0.5151515151515151,0.4666666666666667
HDAC3,0.1393939393939394,0.44242424242424244,0.4909090909090909,0.07878787878787878,-0.04242424242424243,0.6727272727272727,0.3333333333333333,0.16363636363636364,0.8303030303030303,-0.2,0.16363636363636364,0.696969696969697,0.4303030303030303,0.696969696969697,0.16363636363636364,0.09090909090909091,-0.12727272727272726,-0.28484848484848485,0.12727272727272726,0.5515151515151515,0.6121212121212121,-0.11515151515151516,1.0,0.21212121212121213,0.44242424242424244,0.16363636363636364,0.06666666666666667,0.16363636363636364,0.030303030303030304,0.2,0.10303030303030303,0.4303030303030303,-0.01818181818181818,0.2606060606060606,-0.04242424242424243,-0.2606060606060606,-0.21212121212121213,0.8424242424242424,0.5151515151515151,0.3696969696969697,-0.15151515151515152,-0.05454545454545454,0.23636363636363636,0.21212121212121213,0.1393939393939394,-0.2727272727272727,0.5393939393939394,0.4666666666666667,0.04242424242424243,0.7212121212121212,0.3090909090909091,0.04242424242424243,0.5151515151515151,0.24848484848484848,-0.28484848484848485,0.28484848484848485,0.07878787878787878
HDAC4,0.696969696969697,0.6727272727272727,0.503030303030303,0.3212121212121212,0.8787878787878788,-0.10303030303030303,0.6848484848484848,-0.1393939393939394,-0.11515151515151516,0.23636363636363636,0.8181818181818182,-0.17575757575757575,0.806060606060606,0.3575757575757576,0.7454545454545455,0.5151515151515151,0.41818181818181815,0.6727272727272727,0.6121212121212121,-0.28484848484848485,-0.18787878787878787,0.030303030303030304,0.21212121212121213,1.0,-0.24848484848484848,0.4303030303030303,0.5272727272727272,-0.18787878787878787,0.7696969696969697,0.5515151515151515,0.6606060606060606,0.6484848484848484,0.5636363636363636,0.9393939393939394,0.793939393939394,0.44242424242424244,0.44242424242424244,0.6363636363636364,0.22424242424242424,-0.12727272727272726,0.15151515151515152,0.34545454545454546,0.8787878787878788,0.45454545454545453,0.4909090909090909,0.3333333333333333,-0.2,-0.3212121212121212,0.7818181818181819,0.006060606060606061,0.8787878787878788,-0.3212121212121212,0.2727272727272727,0.4666666666666667,0.3212121212121212,0.5272727272727272,-0.6727272727272727
ID2,-0.01818181818181818,0.04242424242424243,-0.10303030303030303,0.04242424242424243,-0.24848484848484848,0.7333333333333333,-0.21212121212121213,0.24848484848484848,0.2606060606060606,0.006060606060606061,-0.3696969696969697,0.21212121212121213,-0.2,0.4303030303030303,-0.01818181818181818,-0.006060606060606061,0.09090909090909091,-0.45454545454545453,-0.006060606060606061,0.38181818181818183,0.38181818181818183,0.22424242424242424,0.44242424242424244,-0.24848484848484848,1.0,-0.09090909090909091,-0.38181818181818183,0.18787878787878787,-0.09090909090909091,-0.15151515151515152,-0.3333333333333333,0.23636363636363636,-0.44242424242424244,-0.296969696969697,-0.6,-0.09090909090909091,0.12727272727272726,0.18787878787878787,0.3212121212121212,0.3575757575757576,0.1393939393939394,0.06666666666666667,-0.05454545454545454,0.04242424242424243,0.06666666666666667,-0.006060606060606061,0.7575757575757576,0.8545454545454545,-0.06666666666666667,0.34545454545454546,-0.1393939393939394,0.6363636363636364,-0.030303030303030304,-0.030303030303030304,-0.17575757575757575,-0.22424242424242424,0.5151515151515151
